Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,-9999,age_exact,position,starts,minutes,squad
Wilfried Singo,DF,ci Côte d'Ivoire,25,1.tr Galatasaray,2000,2,2,171,1.9,0,1,1,0,0,0,0,0,0.0,0.53,0.53,0.0,0.53,8b609c34,25.0,DF,2,171,Côte d'Ivoire
Sphephelo Sithole,MF,za South Africa,27,1.pt Tondela,1999,3,3,229,2.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,33bcd4b3,27.0,MF,3,229,South Africa
Ellyes Skhiri,MFDF,tn Tunisia,31,1.de Frankfurt,1995,3,3,250,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,c2211709,31.0,MF,3,250,Tunisia
Alexandr Sojka,MFDF,cz Czechia,23,1.cz Viktoria Plzeň,2003,3,2,141,1.6,0,1,1,0,0,0,0,0,0.0,0.64,0.64,0.0,0.64,765b7bfc,23.0,MF,2,141,Czechia
Tomáš Souček,MF,cz Czechia,31,1.eng West Ham,1995,3,1,137,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6613c819,31.0,MF,1,137,Czechia
Harry Souttar,DF,au Australia,27,2.eng Leicester City,1998,4,4,390,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0a6cb1b1,27.0,DF,4,390,Australia
Djibril Sow,MF,ch Switzerland,29,1.es Sevilla,1997,4,2,253,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4c6facae,29.0,MF,2,253,Switzerland
Djed Spence,DF,eng England,25,1.eng Tottenham,2000,8,4,404,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9bc9a519,25.0,DF,4,404,England
Marko Stamenic,MF,nz New Zealand,24,2.eng Swansea City,2002,3,3,269,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,690d1049,24.0,MF,3,269,New Zealand
Josip Stanišić,DFMF,hr Croatia,26,1.de Bayern Munich,2000,4,4,360,4.0,0,1,1,0,0,0,0,0,0.0,0.25,0.25,0.0,0.25,7ed08d5c,26.0,DF,4,360,Croatia
John Stones,DF,eng England,32,1.eng Manchester City,1994,5,3,330,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5eecec3d,32.0,DF,3,330,England
Jørgen Strand Larsen,FW,no Norway,26,1.eng Crystal Palace,2000,2,1,105,1.2,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,f553b2b3,26.0,FW,1,105,Norway
Elliot Stroud,MF,se Sweden,23,1.se Mjällby,2002,4,2,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ff11bdec,23.0,MF,2,166,Sweden
Luis Suárez,FW,co Colombia,28,1.pt Sporting CP,1997,5,3,331,3.7,0,1,1,0,0,0,1,0,0.0,0.27,0.27,0.0,0.27,eeba07f8,28.0,FW,3,331,Colombia
Petar Sučić,MFFW,hr Croatia,22,1.it Inter,2003,4,3,289,3.2,1,1,2,1,0,0,1,0,0.31,0.31,0.62,0.31,0.62,23fb46ea,22.0,MF,3,289,Croatia
Yukinari Sugawara,MF,jp Japan,25,1.de Werder Bremen,2000,4,1,148,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,580bcd18,25.0,MF,1,148,Japan
Rebin Sulaka,DF,iq Iraq,34,1.th Port FC,1992,2,1,43,0.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,928bec06,34.0,DF,1,43,Iraq
Pavel Šulc,FW,cz Czechia,25,1.fr Lyon,2000,3,2,189,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,e9b893af,25.0,FW,2,189,Czechia
Kamaldeen Sulemana,MFFW,gh Ghana,24,1.us Atlanta Utd,2002,2,2,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,a62f8bf1,24.0,MF,2,127,Ghana
Crysencio Summerville,FW,nl Netherlands,24,1.eng West Ham,2001,4,2,253,2.8,2,2,4,2,0,0,1,0,0.71,0.71,1.42,0.71,1.42,df04eb4b,24.0,FW,2,253,Netherlands
Ivan Šunjić,MF,ba Bosnia–Herz,29,1.cy Pafos FC,1996,4,3,196,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,e18098de,29.0,MF,3,196,Bosnia–Herz
Finn Surman,DF,nz New Zealand,22,1.us Portland Timbers,2003,3,3,270,3.0,1,0,1,1,0,0,0,0,0.33,0.0,0.33,0.33,0.33,016e419b,22.0,DF,3,270,New Zealand
Josip Šutalo,DF,hr Croatia,26,1.nl Ajax,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,33a6a650,26.0,DF,4,360,Croatia
Zion Suzuki,GK,jp Japan,23,1.it Parma,2002,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,51e1f4f5,23.0,GK,4,360,Japan
Daniel Svensson,DF,se Sweden,24,1.de Dortmund,2002,3,1,98,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,124c9382,24.0,DF,1,98,Sweden
Alexander Sørloth,FW,no Norway,30,1.es Atlético Madrid,1995,5,5,337,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,e92cd3f7,30.0,FW,5,337,Norway
Musa Al-Taamari,FW,jo Jordan,29,1.fr Rennes,1997,3,2,215,2.4,1,1,2,1,0,0,0,0,0.42,0.42,0.84,0.42,0.84,f15f8b2b,29.0,FW,2,215,Jordan
Lee Tae-seok,MF,kr Korea Republic,23,1.at Austria Wien,2002,2,2,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,32257cce,23.0,MF,2,113,Korea Republic
Nicolás Tagliafico,DF,ar Argentina,33,1.fr Lyon,1992,7,5,476,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,f0661424,33.0,DF,5,476,Argentina
Jonathan Tah,DF,de Germany,30,1.de Bayern Munich,1996,4,4,372,4.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,bd142efb,30.0,DF,4,372,Germany
Benjamin Tahirovic,MF,ba Bosnia–Herz,23,1.dk Brøndby,2003,4,2,237,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,eb3022c3,23.0,MF,2,237,Bosnia–Herz
Zaid Tahseen,DF,iq Iraq,25,1.uz Pakhtakor Tashkent FK,2001,2,2,149,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,f3380f7e,25.0,DF,2,149,Iraq
Chemsdine Talbi,MF,ma Morocco,21,1.eng Sunderland,2005,5,1,179,2.0,0,1,1,0,0,0,0,0,0.0,0.5,0.5,0.0,0.5,47ce793b,21.0,MF,1,179,Morocco
Montassar Talbi,DF,tn Tunisia,28,1.fr Lorient,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,a4a44eb0,28.0,DF,3,270,Tunisia
Hassan Al Tambakti,DF,sa Saudi Arabia,27,1.sa Al-Hilal,1999,3,3,212,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6d78c320,27.0,DF,3,212,Saudi Arabia
Ao Tanaka,MF,jp Japan,27,1.eng Leeds United,1998,3,2,193,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1d36d6b6,27.0,MF,2,193,Japan
Shogo Taniguchi,DF,jp Japan,34,1.be Sint-Truiden,1991,3,2,232,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,828a9c47,34.0,DF,2,232,Japan
Mehdi Taremi,FW,ir IR Iran,33,1.gr Olympiacos,1992,3,3,259,2.9,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,4c2a5d34,33.0,FW,3,259,IR Iran
Aurélien Tchouaméni,MF,fr France,26,1.es Real Madrid,2000,4,4,360,4.0,0,1,1,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25,4f255115,26.0,MF,4,360,France
Arthur Theate,DF,be Belgium,26,1.de Frankfurt,2000,3,2,228,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,df8d6029,26.0,DF,2,228,Belgium
Igor Thiago,FW,br Brazil,24,1.eng Brentford,2001,1,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,dc45ac24,24.0,FW,1,61,Brazil
Ryan Thomas,MF,nz New Zealand,31,1.nl Zwolle,1994,3,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,95efdac2,31.0,MF,1,83,New Zealand
Kristian Thorstvedt,MF,no Norway,27,1.it Sassuolo,1999,2,1,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,76ff8d0d,27.0,MF,1,63,Norway
Youri Tielemans,MF,be Belgium,29,1.eng Aston Villa,1997,5,5,474,5.3,2,0,2,1,1,1,0,0,0.38,0.0,0.38,0.19,0.19,56f7a928,29.0,MF,5,474,Belgium
Kieran Tierney,MF,sct Scotland,29,1.sct Celtic,1997,2,1,104,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,fce2302c,29.0,MF,1,104,Scotland
Malik Tillman,MF,us USA,24,1.de Leverkusen,2002,5,4,356,4.0,2,1,3,2,0,0,1,0,0.51,0.25,0.76,0.51,0.76,a5420709,24.0,MF,4,356,USA
Takehiro Tomiyasu,DF,jp Japan,27,1.nl Ajax,1998,3,2,184,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,b3af9be1,27.0,DF,2,184,Japan
Ivan Toney,FW,eng England,30,1.sa Al-Ahli,1996,2,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,e09f279b,30.0,FW,1,79,England
Ferran Torres,FW,es Spain,26,1.es Barcelona,2000,8,1,288,3.2,1,1,2,1,0,0,1,0,0.31,0.31,0.62,0.31,0.62,9e1035f8,26.0,FW,1,288,Spain
Sebastian Tounekti,FW,tn Tunisia,23,1.sct Celtic,2002,3,1,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,584fee1f,23.0,FW,1,84,Tunisia
Bazoumana Touré,MF,ci Côte d'Ivoire,20,1.de Hoffenheim,2006,3,1,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,93945a50,20.0,MF,1,80,Côte d'Ivoire
Mo Touré,FW,au Australia,22,2.eng Norwich City,2004,3,2,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8ac64b4e,22.0,FW,2,165,Australia
Trézéguet,MF,eg Egypt,31,1.eg Al Ahly,1994,4,1,164,1.8,1,1,2,1,0,0,0,0,0.55,0.55,1.1,0.55,1.1,3ae14ed1,31.0,MF,1,164,Egypt
Leandro Trossard,MFFW,be Belgium,31,1.eng Arsenal,1994,6,6,506,5.6,2,2,4,2,0,0,0,0,0.36,0.36,0.71,0.36,0.71,38ceb24a,31.0,MF,6,506,Belgium
Auston Trusty,DF,us USA,27,1.sct Celtic,1998,2,1,101,1.1,1,0,1,1,0,0,0,0,0.89,0.0,0.89,0.89,0.89,cddf767b,27.0,DF,1,101,USA
Axel Tuanzebe,DF,cd Congo DR,28,1.eng Burnley,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2baec6ce,28.0,DF,4,360,Congo DR
Matt Turner,GK,us USA,31,1.us NE Revolution,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4a51ba65,31.0,GK,1,90,USA
Ayase Ueda,FW,jp Japan,27,1.nl Feyenoord,1998,4,4,321,3.6,2,1,3,2,0,0,0,0,0.56,0.28,0.84,0.56,0.84,c0295327,27.0,FW,4,321,Japan
Manuel Ugarte,MF,uy Uruguay,25,1.eng Manchester Utd,2001,3,3,184,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,c9817014,25.0,MF,3,184,Uruguay
Deniz Undav,FW,de Germany,29,1.de Stuttgart,1996,4,1,151,1.7,3,2,5,3,0,0,0,0,1.79,1.19,2.98,1.79,2.98,dd549382,29.0,FW,1,151,Germany
Dayot Upamecano,DF,fr France,27,1.de Bayern Munich,1998,8,7,660,7.3,0,1,1,0,0,0,0,0,0.0,0.14,0.14,0.0,0.14,d248cd8f,27.0,DF,7,660,France
Jakhongir Urozov,DF,uz Uzbekistan,22,1.uz FK Dinamo Samarqand,2004,2,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,71210bed,22.0,DF,1,95,Uzbekistan
Oston Urunov,MF,uz Uzbekistan,25,1.ir Persepolis,2000,2,1,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,56521adf,25.0,MF,1,63,Uzbekistan
Enner Valencia,FW,ec Ecuador,36,1.mx Pachuca,1989,4,4,287,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,fb485406,36.0,FW,4,287,Ecuador
Yan Valery,DF,tn Tunisia,27,1.ch Young Boys,1999,3,3,251,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,531a4aa8,27.0,DF,3,251,Tunisia
Federico Valverde,MF,uy Uruguay,27,1.es Real Madrid,1998,3,3,236,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0959c2a2,27.0,MF,3,236,Uruguay
Virgil van Dijk,DF,nl Netherlands,34,1.eng Liverpool,1991,4,4,390,4.3,1,1,2,1,0,0,0,0,0.23,0.23,0.46,0.23,0.46,e06683ca,34.0,DF,4,390,Netherlands
Hans Vanaken,MF,be Belgium,33,1.be Club Brugge,1992,6,3,319,3.5,1,2,3,1,0,0,0,0,0.28,0.56,0.85,0.28,0.85,392a7aea,33.0,MF,3,319,Belgium
Guillermo Varela,DF,uy Uruguay,33,1.br Flamengo,1993,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,5c961282,33.0,DF,3,270,Uruguay
Camilo Vargas,GK,co Colombia,37,1.mx Atlas,1989,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,004e3d0f,37.0,GK,5,480,Colombia
Ruben Vargas,MF,ch Switzerland,27,1.es Sevilla,1998,6,3,284,3.2,2,1,3,2,0,0,0,0,0.63,0.32,0.95,0.63,0.95,6ecbddf6,27.0,MF,3,284,Switzerland
Nikola Vasilj,GK,ba Bosnia–Herz,30,1.de St Pauli,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,f038585f,30.0,GK,4,360,Bosnia–Herz
Johan Vásquez,DF,mx Mexico,27,1.it Genoa,1998,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,5eaed77a,27.0,DF,4,360,Mexico
Renato Veiga,DF,pt Portugal,22,1.es Villarreal,2003,5,5,450,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,fc8fcbd1,22.0,DF,5,450,Portugal
Gustavo Velásquez,DF,py Paraguay,35,1.py Cerro Porteño,1991,5,2,246,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,b99b4cf5,35.0,DF,2,246,Paraguay
Nishan Velupillay,MF,au Australia,25,1.au Melb. Victory,2001,2,1,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40cb6b33,25.0,MF,1,75,Australia
Micky van de Ven,DFMF,nl Netherlands,25,1.eng Tottenham,2001,3,3,265,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,8fe2a392,25.0,DF,3,265,Netherlands
Bart Verbruggen,GK,nl Netherlands,23,1.eng Brighton,2002,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,cf134113,23.0,GK,4,390,Netherlands
Matías Viña,DF,uy Uruguay,28,1.br Flamengo,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,08eb3b58,28.0,DF,1,45,Uruguay
Federico Viñas,FW,uy Uruguay,27,1.es Oviedo,1998,3,2,192,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,d30c7094,27.0,FW,2,192,Uruguay
Denis Višinský,FW,cz Czechia,23,1.cz Viktoria Plzeň,2003,1,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,d5aac0e9,23.0,FW,1,55,Czechia
Pedro Vite,MF,ec Ecuador,24,1.mx UNAM,2002,4,4,360,4.0,0,1,1,0,0,0,0,0,0.0,0.25,0.25,0.0,0.25,9c146b36,24.0,MF,4,360,Ecuador
Vitinha,MF,pt Portugal,26,1.fr PSG,2000,5,5,376,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3b029691,26.0,MF,5,376,Portugal
Nikola Vlašić,MF,hr Croatia,28,1.it Torino,1997,3,2,189,2.1,1,0,1,1,0,0,0,0,0.48,0.0,0.48,0.48,0.48,aa8e289e,28.0,MF,2,189,Croatia
Cristian Volpato,MF,au Australia,22,1.it Sassuolo,2003,3,2,160,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,72f87f25,22.0,MF,2,160,Australia
Vozinha,GK,cv Cabo Verde,40,2.pt Chaves,1986,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,dc04ac24,40.0,GK,4,390,Cabo Verde
Luka Vušković,DF,hr Croatia,19,1.de Hamburger SV,2007,1,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,fd6bdbce,19.0,DF,1,65,Croatia
Elye Wahi,FW,ci Côte d'Ivoire,23,1.fr Nice,2003,3,1,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0d7b6576,23.0,FW,1,110,Côte d'Ivoire
Aaron Wan-Bissaka,DF,cd Congo DR,28,1.eng West Ham,1997,4,4,354,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9e525177,28.0,DF,4,354,Congo DR
Paul Wanner,MF,at Austria,20,1.nl PSV,2005,4,2,234,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,cb64672e,20.0,MF,2,234,Austria
Tsuyoshi Watanabe,DF,jp Japan,29,1.nl Feyenoord,1997,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,d5f5955a,29.0,DF,1,90,Japan
Cecilio Waterman,FW,pa Panama,35,1.cl U Concepción,1991,2,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ddd5637f,35.0,FW,1,76,Panama
Timothy Weah,MF,us USA,26,1.fr Marseille,2000,2,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8eec784d,26.0,MF,1,76,USA
Jacob Widell Zetterström,GK,se Sweden,27,2.eng Derby County,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ac5120d8,27.0,GK,2,180,Sweden
Silvan Widmer,DF,ch Switzerland,33,1.de Mainz 05,1993,5,1,175,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,f68b64fc,33.0,DF,1,175,Switzerland
Iñaki Williams,MFFW,gh Ghana,31,1.es Athletic Club,1994,2,2,126,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,6a99e0b1,31.0,MF,2,126,Ghana
Ronwen Williams,GK,za South Africa,34,1.za Sundowns,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,a66cc153,34.0,GK,4,360,South Africa
Florian Wirtz,MF,de Germany,23,1.eng Liverpool,2003,4,4,361,4.0,0,3,3,0,0,0,0,0,0.0,0.75,0.75,0.0,0.75,e7fcf289,23.0,MF,4,361,Germany
Yoane Wissa,FW,cd Congo DR,29,1.eng Newcastle,1996,4,4,360,4.0,3,0,3,2,1,1,0,0,0.75,0.0,0.75,0.5,0.5,2500cef9,29.0,FW,4,360,Congo DR
Chris Wood,FW,nz New Zealand,34,1.eng Nottingham,1991,3,3,270,3.0,0,2,2,0,0,0,0,0,0.0,0.67,0.67,0.0,0.67,4e9a0555,34.0,FW,3,270,New Zealand
Granit Xhaka,MF,ch Switzerland,33,1.eng Sunderland,1992,6,6,600,6.7,1,0,1,0,1,1,2,0,0.15,0.0,0.15,0.0,0.0,e61b8aee,33.0,MF,6,600,Switzerland
Lamine Yamal,MFFW,es Spain,18,1.es Barcelona,2007,8,7,614,6.8,1,0,1,1,0,0,0,0,0.15,0.0,0.15,0.15,0.15,82ec26c1,18.0,MF,7,614,Spain
John Yeboah,MF,ec Ecuador,25,2.it Venezia,2000,4,4,311,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8dfdc6c3,25.0,MF,4,311,Ecuador
Kenan Yıldız,MF,tr Türkiye,21,1.it Juventus,2005,3,2,218,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,d8cda243,21.0,MF,2,218,Türkiye
Caleb Yirenkyi,MF,gh Ghana,20,1.dk Nordsjælland,2006,4,3,264,2.9,1,0,1,1,0,0,2,0,0.34,0.0,0.34,0.34,0.34,d40ce7b0,20.0,MF,3,264,Ghana
Seol Young-woo,MF,kr Korea Republic,27,1.rs Red Star,1998,3,3,250,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8e577e1d,27.0,MF,3,250,Korea Republic
Aria Yousefi,MF,ir IR Iran,24,1.ir Sepahan,2002,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,fd069512,24.0,MF,1,45,IR Iran
İsmail Yüksek,MF,tr Türkiye,27,1.tr Fenerbahçe,1999,2,2,139,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6c5af908,27.0,MF,2,139,Türkiye
Utkir Yusupov,GK,uz Uzbekistan,35,1.uz Navbahor,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,31caffaf,35.0,GK,1,90,Uzbekistan
Warren Zaïre-Emery,MF,fr France,20,1.fr PSG,2006,2,1,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6b9960cf,20.0,MF,1,110,France
Denis Zakaria,DF,ch Switzerland,29,1.fr Monaco,1996,4,4,357,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,384d58d9,29.0,DF,4,357,Switzerland
Jaroslav Zelený,MF,cz Czechia,33,1.cz Sparta Prague,1992,2,1,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,bc647827,33.0,MF,1,126,Czechia
Ramiz Zerrouki,MF,dz Algeria,28,1.nl Twente,1998,3,2,111,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,c762b1a6,28.0,MF,2,111,Algeria
Luca Zidane,GK,dz Algeria,28,2.es Granada,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,c818c4d9,28.0,GK,3,270,Algeria
Mostafa Ziko,FWMF,eg Egypt,29,1.eg Pyramids FC,1997,5,5,370,4.1,2,1,3,2,0,0,0,0,0.49,0.24,0.73,0.49,0.73,68ff8437,29.0,FW,5,370,Egypt
Martin Ødegaard,MF,no Norway,27,1.eng Arsenal,1998,5,5,470,5.2,0,4,4,0,0,0,0,0,0.0,0.77,0.77,0.0,0.77,79300479,27.0,MF,5,470,Norway
Leo Østigård,DF,no Norway,26,1.it Genoa,1999,5,1,146,1.6,1,0,1,1,0,0,0,0,0.62,0.0,0.62,0.62,0.62,b35a7399,26.0,DF,1,146,Norway
